region;freq;call;program;col
CA;890;KSAC;;Olivehurst, CA
CO;890;KCEG;;Fountain, CO
ID;890;KYWN;;Meridian, ID
IL;890;WLS;;Chicago, IL
MA;890;WAMG;;Dedham, MA
MO;890;KMVG;;Gladstone, MO
MS;890;WHJA;;Laurel, MS
NC;890;WHNC;;Henderson, NC
ND;890;KQLX;;Lisbon, ND
OK;890;KTLR;;Oklahoma City, OK
PA;890;WFKJ;;Cashtown, PA
PR;890;WFAB;;Ceiba, PR
SC;890;WBAJ;;Blythewood, SC
TX;890;KTXV;;Mabank, TX
TX;890;KVOZ;;Del Mar Hills, TX
UT;890;KDXU;;St. George, UT
VA;890;WKNV;;Fairlawn, VA
AK;900;KZPA;;Fort Yukon, AK
AL;900;WATV;;Birmingham, AL
AL;900;WGOK;;Mobile, AL
AL;900;WOZK;;Ozark, AL
AR;900;KHOZ;;Harrison, AR
CA;900;KALI;;West Covina, CA
CA;900;KBIF;;Fresno, CA
DE;900;WJWL;;Georgetown, DE
FL;900;WMOP;;Ocala, FL
FL;900;WSWN;;Belle Glade, FL
GA;900;WJTH;;Calhoun, GA
GA;900;WYPZ;;Macon, GA
HI;900;KMVI;;Kahului, HI
KS;900;KSGL;;Wichita, KS
KY;900;WFIA;;Louisville, KY
KY;900;WLSI;;Pikeville, KY
MD;900;WACA;;Laurel, MD
ME;900;WCME;;Brunswick, ME
MN;900;KTIS;;Minneapolis, MN
MO;900;KFAL;;Fulton, MO
NC;900;WAYN;;Rockingham, NC
NC;900;WIAM;;Williamston, NC
NC;900;WYCV;;Granite Falls, NC
NE;900;KJSK;;Columbus, NE
NH;900;WGHM;;Nashua, NH
NY;900;WABY;;Watervliet, NY
NY;900;WBRV;;Boonville, NY
PA;900;WCPA;;Clearfield, PA
PA;900;WURD;;Philadelphia, PA
SC;900;WNMB;;North Myrtle Beach, SC
TN;900;WKDA;;Lebanon, TN
TN;900;WKXV;;Knoxville, TN
TX;900;KCLW;;Hamilton, TX
TX;900;KFLP;;Floydada, TX
TX;900;KPYN;;Atlanta, TX
TX;900;KREH;;Pecan Grove, TX
VA;900;WCBX;;Bassett, VA
VA;900;WKDW;;Staunton, VA
WA;900;KKRT;;Wenatchee, WA
WI;900;WATK;;Antigo, WI
WI;900;WDLS;;Wisconsin Dells, WI
AL;910;WZMG;;Pepperell, AL
AZ;910;KGME;;Phoenix, AZ
CA;910;KECR;;El Cajon, CA
CA;910;KKSF;;Oakland, CA
CA;910;KOXR;;Oxnard, CA
CO;910;KPOF;;Denver, CO
CT;910;WLAT;;New Britain, CT
FL;910;WTWD;;Plant City, FL
IA;910;WSUI;;Iowa City, IA
IL;910;WAKO;;Lawrenceville, IL
KS;910;KINA;;Salina, KS
KY;910;WSEK;;Burnside, KY
LA;910;WUBR;;Baton Rouge, LA
ME;910;WTOS;;Bangor, ME
MI;910;WFDF;;Farmington Hills, MI
MI;910;WGTO;;Cassopolis, MI
MS;910;WMOG;;Meridian, MS
MT;910;KBLG;;Billings, MT
NC;910;WSRP;;Jacksonville, NC
ND;910;KCJB;;Minot, ND
NM;910;KBIM;;Roswell, NM
NY;910;WRKL;;New City, NY
OH;910;WLTP;;Marietta, OH
OH;910;WPFB;;Middletown, OH
OK;910;KVIS;;Miami, OK
OR;910;KURY;;Brookings, OR
PA;910;WAAF;;Scranton, PA
PA;910;WJFA;;Apollo, PA
PA;910;WSBA;;York, PA
PR;910;WPRP;;Ponce, PR
SC;910;WOLI;;Spartanburg, SC
SC;910;WTMZ;;Dorchester Terr.-Bre, SC
SD;910;KJJQ;;Volga, SD
TN;910;WEPG;;South Pittsburg, TN
TN;910;WJCW;;Johnson City, TN
TN;910;WMRB;;Columbia, TN
TX;910;KATH;;Frisco, TX
TX;910;KNAF;;Fredericksburg, TX
TX;910;KRIO;;McAllen, TX
VA;910;WFJX;;Roanoke, VA
VA;910;WRNL;;Richmond, VA
WA;910;KMTT;;Vancouver, WA
WI;910;WBZH;;Hayward, WI
WI;910;WDOR;;Sturgeon Bay, WI
AK;920;KSRM;;Soldotna, AK
AL;920;WGOL;;Russelville, AL
AL;920;WXKD;;Brantley, AL
AR;920;KARN;;Little Rock, AR
CA;920;KKGX;;Palm Springs, CA
CA;920;KVEC;;San Luis Obispo, CA
CA;920;KVIN;;Ceres, CA
CO;920;KLMR;;Lamar, CO
FL;920;WDMC;;Melbourne, FL
GA;920;WGKA;;Atlanta, GA
GA;920;WHJD;;Hazlehurst, GA
IA;920;KYFR;;Shenandoah, IA
IL;920;KWUL;;Granite City, IL
IL;920;WMOK;;Metropolis, IL
IN;920;WBAA;;West Lafayette, IN
KY;920;WTCW;;Whitesburg, KY
LA;920;WBOX;;Bogalusa, LA
MI;920;WMPL;;Hancock, MI
MN;920;KDHL;;Faribault, MN
MN;920;KWAD;;Wadena, MN
MT;920;KWYS;;West Yellowstone, MT
NC;920;WPCM;;Burlington-Graham, NC
NC;920;WPTL;;Canton, NC
NJ;920;WNJE;;Trenton, NJ
NM;920;KSVA;;Albuquerque, NM
NV;920;KIHM;;Reno, NV
NV;920;KRLV;;Las Vegas, NV
NY;920;WGHQ;;Kingston, NY
OH;920;WMNI;;Columbus, OH
OR;920;KSHO;;Lebanon, OR
PA;920;WKVA;;Lewistown, PA
RI;920;WHJJ;;Providence, RI
SC;920;WYMB;;Manning, SC
SD;920;KKLS;;Rapid City, SD
TN;920;WLIV;;Livingston, TN
TX;920;KQBU;;El Paso, TX
TX;920;KYST;;Texas City, TX
UT;920;KVEL;;Vernal, UT
VA;920;WURA;;Quantico, VA
WA;920;KBRD;;Olympia, WA
WA;920;KXLY;;Spokane, WA
WI;920;WOKY;;Milwaukee, WI
WV;920;WMMN;;Fairmont, WV
AK;930;KTKN;;Ketchikan, AK
AK;930;KNSA;;Unalakleet, AK
AL;930;WGAD;;Rainbow City, AL
AZ;930;KAFF;;Flagstaff, AZ
AZ;930;KAPR;;Douglas, AZ
CA;930;KHJ;;Los Angeles, CA
CA;930;KKXX;;Paradise, CA
CO;930;KIUP;;Durango, CO
CO;930;KRKY;;Granby, CO
DE;930;WNCL;;Milford, DE
FL;930;WFXJ;;Jacksonville, FL
FL;930;WLSS;;Sarasota, FL
GA;930;WMGR;;Bainbridge, GA
ID;930;KSEI;;Pocatello, ID
IL;930;WKBM;;Sandwich, IL
IL;930;WTAD;;Quincy, IL
KY;930;WKCT;;Bowling Green, KY
MD;930;WFMD;;Frederick, MD
MI;930;WFAT;;Battle Creek, MI
MN;930;KKIN;;Aitkin, MN
MO;930;KWOC;;Poplar Bluff, MO
MS;930;WSFZ;;Jackson, MS
MT;930;KMPT;;East Missoula, MT
NC;930;WDLX;;Washington, NC
NC;930;WYFQ;;Charlotte, NC
NE;930;KOGA;;Ogallala, NE
NH;930;WPKX;;Rochester, NH
NJ;930;WPAT;;Paterson, NJ
NM;930;KCCC;;Carlsbad, NM
NY;930;WBEN;;Buffalo, NY
NY;930;WIZR;;Johnstown, NY
OH;930;WNCR;;Elyria, OH
OK;930;WKY;;Oklahoma City, OK
OR;930;KAGI;;Grants Pass, OR
PA;930;WHLM;;Bloomsburg, PA
PR;930;WYAC;;Cabo Rojo, PR
SD;930;KSDN;;Aberdeen, SD
TN;930;WSEV;;Sevierville, TN
TN;930;WWON;;Waynesboro, TN
TX;930;KDET;;Center, TX
TX;930;KLUP;;Terrell Hills, TX
VA;930;WLLL;;Forest, VA
WA;930;KYAK;;Yakima, WA
WI;930;WLBL;;Auburndale, WI
WV;930;WRVC;;Huntington, WV
WY;930;KROE;;Sheridan, WY
AZ;940;KGMS;;Tucson, AZ
CA;940;KYNO;;Fresno, CA
CT;940;WINE;;Brookfield, CT
FL;940;WINZ;;Miami, FL
FL;940;WLQH;;Chiefland, FL
GA;940;WMAC;;Macon, GA
HI;940;KKNE;;Waipahu, HI
IA;940;KPSZ;;Des Moines, IA
ID;940;KDIL;;Jerome, ID
IL;940;WMIX;;Mount Vernon, IL
KY;940;WCND;;Shelbyville, KY
LA;940;WYLD;;New Orleans, LA
MA;940;WQVR;;Webster, MA
MI;940;WIDG;;St. Ignace, MI
MO;940;KSWM;;Aurora, MO
MS;940;WCPC;;Houston, MS
NC;940;WKYK;;Burnsville, NC
NE;940;KVSH;;Valentine, NE
OH;940;WCIT;;Lima, OH
OR;940;KWBY;;Woodburn, OR
PA;940;WADV;;Lebanon, PA
PA;940;WGRP;;Greenville, PA
PR;940;WIPR;;San Juan, PR
TN;940;WECO;;Wartburg, TN
TX;940;KIXZ;;Amarillo, TX
TX;940;KTFS;;Texarkana, TX
VA;940;WKGM;;Smithfield, VA
VA;940;WNRG;;Grundy, VA
WI;940;WFAW;;Fort Atkinson, WI
WI;940;WXNK;;Shell Lake, WI
WY;940;KMER;;Kemmerer, WY
AL;950;WZKD;;Montgomery, AL
AR;950;KFSA;;Fort Smith, AR
AR;950;KXJK;;Forrest City, AR
CA;950;KAHI;;Auburn, CA
CO;950;KKSE;;Parker, CO
FL;950;WORL;;Orlando, FL
GA;950;WGUN;;Valdosta, GA
IA;950;KOEL;;Oelwein, IA
ID;950;KMHR;;Boise, ID
ID;950;KOZE;;Lewiston, ID
IL;950;WNTD;;Chicago, IL
IN;950;WXLW;;Indianapolis, IN
KS;950;KJRG;;Newton, KS
KY;950;WYWY;;Barbourville, KY
MA;950;WROL;;Boston, MA
MD;950;WCTN;;Potomac-Cabin John, MD
MI;950;WWJ;;Detroit, MI
MN;950;KTNF;;St. Louis Park, MN
MO;950;KWOS;;Jefferson City, MO
MS;950;WHSY;;Hattiesburg, MS
MT;950;KCAP;;Helena, MT
NC;950;WPET;;Greensboro, NC
NM;950;KDCE;;Espanola, NM
NM;950;KNFT;;Bayard, NM
NY;950;WHVW;;Hyde Park, NY
NY;950;WIBX;;Utica, NY
NY;950;WROC;;Rochester, NY
OH;950;WIXZ;;Steubenville, OH
OR;950;KTBR;;Roseburg, OR
PA;950;WKDN;;Philadelphia, PA
SC;950;WCDC;;Moncks Corner, SC
SC;950;WORD;;Spartanburg, SC
SD;950;KWAT;;Watertown, SD
TN;950;WAKM;;Franklin, TN
TX;950;KPRC;;Houston, TX
TX;950;KTTU;;Lubbock, TX
VA;950;WXGI;;Richmond, VA
WA;950;KJR;;Seattle, WA
WI;950;WCLB;;Sheboygan, WI
WI;950;WERL;;Eagle River, WI
WV;950;WBES;;Charleston, WV
AK;960;KABN;;Kenai, AK
AL;960;WERC;;Birmingham, AL
AL;960;WLPR;;Prichard, AL
AZ;960;KKNT;;Phoenix, AZ
CA;960;KIXW;;Apple Valley, CA
CA;960;KNEW;;Oakland, CA
CT;960;WELI;;New Haven, CT
FL;960;WGRO;;Lake City, FL
FL;960;WSVU;;North Palm Beach, FL
GA;960;WJYZ;;Albany, GA
GA;960;WRFC;;Athens, GA
IA;960;KMA;;Shenandoah, IA
ID;960;KSRA;;Salmon, ID
IL;960;WDLM;;East Moline, IL
IN;960;WSBT;;South Bend, IN
KY;960;WPRT;;Prestonsburg, KY
LA;960;KROF;;Abbeville, LA
MA;960;WFGL;;Fitchburg, MA
MD;960;WTGM;;Salisbury, MD
MI;960;WHAK;;Rogers City, MI
MN;960;KLTF;;Little Falls, MN
MO;960;KZIM;;Cape Girardeau, MO
MS;960;WABG;;Greenwood, MS
MT;960;KFLN;;Baker, MT
NC;960;WCRU;;Dallas, NC
NC;960;WRNS;;Kinston, NC
NE;960;KNEB;;Scottsbluff, NE
NM;960;KNDN;;Farmington, NM
NY;960;WEAV;;Plattsburgh, NY
OH;960;WKVX;;Wooster, OH
OK;960;KGWA;;Enid, OK
OR;960;KLAD;;Klamath Falls, OR
PA;960;WATS;;Sayre, PA
PA;960;WHYL;;Carlisle, PA
PR;960;WDNO;;Quebradillas, PR
TN;960;WBMC;;McMinnville, TN
TN;960;WQLA;;La Follette, TN
TX;960;KGKL;;San Angelo, TX
TX;960;KIMP;;Mount Pleasant, TX
UT;960;KOVO;;Provo, UT
VA;960;WFIR;;Roanoka, VA
WA;960;KALE;;Richland, WA
WI;960;WTCH;;Shawano, WI
AK;970;KFBX;;Fairbanks, AK
AL;970;WTBF;;Troy, AL
AR;970;KNEA;;Jonesboro, AR
AZ;970;KVWM;;Show Low, AZ
CA;970;KESP;;Modesto, CA
CA;970;KHTY;;Bakersfield, CA
CA;970;KNWZ;;Coachella, CA
CO;970;KFEL;;Pueblo, CO
FL;970;WFLA;;Tampa, FL
FL;970;WNNR;;Jacksonville, FL
GA;970;WNIV;;Atlanta, GA
GA;970;WVOP;;Vidalia, GA
ID;970;KKRK;;Rupert, ID
IL;970;WMAY;;Springfield, IL
KY;970;WFSR;;Harlan, KY
KY;970;WGTK;;Louisville, KY
LA;970;KSYL;;Alexandria, LA
MA;970;WESO;;Southbridge, MA
MD;970;WAMD;;Aberdeen, MD
ME;970;WZAN;;Portland, ME
MI;970;WKHM;;Jackson, MI
MI;970;WZAM;;Ishpeming, MI
MN;970;KQAQ;;Austin, MN
MS;970;WFQY;;Brandon, MS
MT;970;KBUL;;Billings, MT
NC;970;WEZZ;;Canton, NC
NC;970;WRCS;;Ahoskie, NC
ND;970;WDAY;;Fargo, ND
NE;970;KJLT;;North Platte, NE
NJ;970;WNYM;;Hackensack, NJ
NV;970;KNIH;;Paradise, NV
NY;970;WDCZ;;Buffalo, NY
OH;970;WATH;;Athens, OH
OH;970;WFUN;;Ashtabula, OH
OK;970;KCFO;;Tulsa, OK
OR;970;KUFO;;Portland, OR
PA;970;WBGG;;Pittsburgh, PA
PA;970;WBLF;;Bellefonte, PA
SC;970;WWRK;;Florence, SC
TN;970;WDNT;;Spring City, TN
TX;970;KHVN;;Fort Worth, TX
TX;970;KIXL;;Del Valle, TX
VA;970;WKCI;;Waynesboro, VA
VA;970;WMPW;;Danville, VA
VI;970;WSTX;;Christiansted, VI
WA;970;KTTO;;Spokane, WA
WI;970;WDUL;;Superior, WI
WI;970;WHA;;Madison, WI
AR;980;KCAB;;Dardanelle, AR
AZ;980;KNTR;;Lake Havasu City, AZ
CA;980;KEYQ;;Fresno, CA
CA;980;KFWB;;Los Angeles, CA
CA;980;KWSW;;Eureka, CA
CO;980;KGLN;;Glenwood Springs, CO
CT;980;WXLM;;Groton, CT
DC;980;WTEM;;Washington, DC
FL;980;WDVH;;Gainesville, FL
FL;980;WRNE;;Gulf Breeze, FL
FL;980;WTPA;;Pompano Beach, FL
GA;980;WDDO;;Perry, GA
GA;980;WDYN;;Rossville, GA
GA;980;WKLY;;Hartwell, GA
ID;980;KSPZ;;Ammon, ID
IL;980;KSGM;;Chester, IL
IL;980;WITY;;Danville, IL
LA;980;KOKA;;Shreveport, LA
MA;980;WCAP;;Lowell, MA
MI;980;WAKV;;Otsego, MI
MN;980;KKMS;;Richfield, MN
MO;980;KMBZ;;Kansas City, MO
NC;980;WAAV;;Leland, NC
NC;980;WTOB;;Winston-Salem, NC
NM;980;KMIN;;Grants, NM
NV;980;KVLV;;Fallon, NV
NY;980;WOFX;;Troy, NY
OH;980;WONE;;Dayton, OH
PA;980;WILK;;Wilkes-Barre, PA
SC;980;WAZS;;Summerville, SC
SC;980;WULR;;York, SC
SD;980;KDSJ;;Deadwood, SD
TN;980;WYFN;;Nashville, TN
TX;980;KQUE;;Rosenburg, TX
UT;980;KSVC;;Richfield, UT
VA;980;WJYK;;Chase City, VA
VA;980;WWTB;;Bristol, VA
WA;980;KTCR;;Selah, WA
WI;980;WCUB;;Two Rivers, WI
WI;980;WPFP;;Park Falls, WI
WI;980;WPRE;;Prairie du Chien, WI
WV;980;WHAW;;Lost Creek, WV
AL;990;WEIS;;Centre, AL
AL;990;WLDX;;Fayette, AL
AZ;990;KTKT;;Tucson, AZ
CA;990;KATD;;Pittsburg, CA
CA;990;KTMS;;Santa Barbara, CA
CO;990;KRKS;;Denver, CO
CT;990;WNTY;;Southington, CT
FL;990;WMYM;;Kendall, FL
FL;990;WTLN;;Orlando, FL
GA;990;WISK;;Lawrenceville, GA
HI;990;KIKI;;Honolulu, HI
IA;990;KAYL;;Storm Lake, IA
IN;990;WITZ;;Jasper, IN
KS;990;KRSL;;Russell, KS
KY;990;WWKY;;Winchester, KY
LA;990;WGSO;;New Orleans, LA
MI;990;WDEO;;Ypsilanti, MI
MO;990;KRMO;;Cassville, MO
MS;990;WABO;;Waynesboro, MS
NC;990;WBTE;;Windsor, NC
NC;990;WEEB;;Southern Pines, NC
NM;990;KSVP;;Artesia, NM
NY;990;WDCX;;Rochester, NY
OH;990;WTIG;;Massillon, OH
OR;990;KTHH;;Albany, OR
PA;990;WGGI;;Somerset, PA
PA;990;WNTP;;Philadelphia, PA
PR;990;WPRA;;Mayag ez, PR
TN;990;KWAM;;Memphis, TN
TN;990;WNML;;Knoxville, TN
TX;990;KAML;;Karnes City, TX
TX;990;KFCD;;Farmersville, TX
TX;990;KZZB;;Beaumont, TX
VA;990;WNRV;;Narrows-Pearisburg, VA
VA;990;WREJ;;Richmond, VA
AL;1000;WDJL;;Huntsville, AL
AL;1000;WJNZ;;Robertsdale, AL
AL;1000;WKLF;;Clanton, AL
AZ;1000;KFLG;;Bullhead City, AZ
CA;1000;KCEO;;Vista, CA
FL;1000;WJBW;;Jupiter, FL
FL;1000;WYBT;;Blountstown, FL
IL;1000;WMVP;;Chicago, IL
MA;1000;WCMX;;Leominster, MA
MS;1000;WXTN;;Benton, MS
NC;1000;WRTG;;Garner, NC
NM;1000;KKIM;;Albuquerque, NM
NY;1000;WLNL;;Horseheads, NY
OH;1000;WABQ;;Parma, OH
OK;1000;KTOK;;Oklahoma City, OK
PA;1000;WIOO;;Carlisle, PA
SD;1000;KSOO;;Sioux Falls, SD
TN;1000;WHNY;;Paris, TN
TX;1000;KBIB;;Marion, TX
TX;1000;KSTA;;Coleman, TX
VA;1000;WGVY;;Altavista, VA
VI;1000;WVWI;;Charlotte Amalie, VI
WA;1000;KNWN;;Seattle, WA
AZ;1010;KXXT;;Tolleson, AZ
CA;1010;KCHJ;;Delano, CA
CA;1010;KIQI;;San Francisco, CA
CO;1010;KSIR;;Brush, CO
FL;1010;WJBR;;Seffner, FL
FL;1010;WJXL;;Jacksonville Beach, FL
GA;1010;WXKG;;Atlanta, GA
IA;1010;KRNI;;Mason City, IA
IN;1010;WCSI;;Columbus, IN
KS;1010;KIND;;Independence, KS
LA;1010;WCKW;;Garyville, LA
MD;1010;WOLB;;Baltimore, MD
MN;1010;WMIN;;Sauk Rapids, MN
MO;1010;KCHI;;Chillicothe, MO
MO;1010;KDHX;;St. Louis, MO
MS;1010;WMOX;;Meridian, MS
NC;1010;WKJW;;Black Mountain, NC
NC;1010;WSPC;;Albemarle, NC
NC;1010;WWMC;;Kinston, NC
NH;1010;WCNL;;Newport, NH
NY;1010;WINS;;New York, NY
OH;1010;WIOI;;New Boston, OH
OR;1010;KOOR;;Milwaukie, OR
TN;1010;WHIN;;Gallatin, TN
TN;1010;WORM;;Savannah, TN
TX;1010;KBBW;;Waco, TX
TX;1010;KDJW;;Amarillo, TX
TX;1010;KLAT;;Houston, TX
UT;1010;KIHU;;Tooele, UT
VA;1010;WUKZ;;Marion, VA
WI;1010;WPCN;;Stevens Point, WI
WV;1010;WCST;;Berkeley Springs, WV
AK;1020;KVNT;;Eagle River, AK
CA;1020;KTNQ;;Los Angeles, CA
CT;1020;WHDD;;Sharon, CT
FL;1020;WLVJ;;Boynton Beach, FL
IL;1020;WCIL;;Carbondale, IL
IL;1020;WPEO;;Peoria, IL
MN;1020;KJJK;;Fergus Falls, MN
NE;1020;KMMQ;;Plattsmouth, NE
NJ;1020;WWAC;;Ocean City, NJ
NM;1020;KCKN;;Roswell, NM
OK;1020;KOKP;;Perry, OK
PA;1020;KDKA;;Pittsburgh, PA
PR;1020;WOQI;;Adjuntas, PR
SC;1020;WRIX;;Homeland Park, SC
WA;1020;KDYK;;Union Gap, WA
WA;1020;KWIQ;;Moses Lake North, WA
AR;1030;KFAY;;Farmington, AR
AZ;1030;KVOI;;Cortaro, AZ
CA;1030;KJDJ;;San Luis Obispo, CA
FL;1030;WONQ;;Longwood, FL
GA;1030;WEBS;;Calhoun, GA
IL;1030;WNVR;;Vernon Hills, IL
KS;1030;KBUF;;Holcomb, KS
MA;1030;WBZ;;Boston, MA
MD;1030;WWGB;;Indian Head, MD
MI;1030;WKEG;;Sterling Heights, MI
MN;1030;WCTS;;Maplewood, MN
MO;1030;KCWJ;;Blue Springs, MO
NC;1030;WDRU;;Creedmoor, NC
NC;1030;WNOW;;Mint Hill, NC
TN;1030;WGSF;;Memphis, TN
TN;1030;WYCZ;;White Bluff, TN
TX;1030;KCTA;;Corpus Christi, TX
VA;1030;WGFC;;Floyd, VA
WA;1030;KMAS;;Shelton, WA
WV;1030;WTHQ;;Point Pleasant, WV
WY;1030;KTWO;;Casper, WY
CA;1040;KURS;;San Diego, CA
CO;1040;KPPF;;Monument, CO
FL;1040;WHBO;;Pinellas Park, FL
FL;1040;WURN;;Miami, FL
GA;1040;WPBS;;Conyers, GA
HI;1040;KLHT;;Honolulu, HI
IA;1040;WHO;;Des Moines, IA
KY;1040;WLCR;;Mt Washington, KY
NC;1040;WSGH;;Lewisville, NC
NJ;1040;WCHR;;Flemington, NJ
NY;1040;WYSL;;Avon, NY
OR;1040;KXPD;;Tigard, OR
PR;1040;WZNA;;Moca, PR
TN;1040;WJBE;;Powell, TN
TX;1040;KGGR;;Dallas, TX
AL;1050;WFXO;;Alexander City, AL
AL;1050;WWIC;;Scottsboro, AL
AR;1050;KJBN;;Little Rock, AR
CA;1050;KCAA;;Loma Linda, CA
CA;1050;KJPG;;Frazier Park, CA
CA;1050;KTCT;;San Mateo, CA
FL;1050;WJCM;;Sebring, FL
FL;1050;WJSB;;Crestview, FL
FL;1050;WROS;;Jacksonville, FL
GA;1050;WFAM;;Augusta, GA
GA;1050;WMNZ;;Montezuma, GA
IL;1050;WDZ;;Decatur, IL
IN;1050;WTCA;;Plymouth, IN
KY;1050;WNES;;Central City, KY
LA;1050;KVPI;;Ville Platte, LA
MD;1050;WBQH;;Silver Spring, MD
MD;1050;WMSG;;Oakland, MD
MI;1050;WTKA;;Ann Arbor, MI
MN;1050;KLOH;;Pipestone, MN
MO;1050;KMIS;;Portageville, MO
MO;1050;KSIS;;Sedalia, MO
MS;1050;WTWG;;Columbus, MS
MT;1050;KMTA;;Miles City, MT
NC;1050;WFSC;;Franklin, NC
NC;1050;WLON;;Lincolnton, NC
NC;1050;WWGP;;Sanford, NC
NM;1050;KTBL;;Los Ranchos, NM
NY;1050;WEPN;;New York, NY
OH;1050;WGRI;;Cincinnati, OH
OK;1050;KGTO;;Tulsa, OK
OK;1050;KKRX;;Lawton, OK
OR;1050;KORE;;Springfield-Eugene, OR
PA;1050;WBUT;;Butler, PA
PA;1050;WLYC;;Williamsport, PA
SC;1050;WAYS;;Conway, SC
TN;1050;WSMT;;Sparta, TN
TX;1050;KCHN;;Brookshire, TX
VA;1050;WBRG;;Lynchburg, VA
VA;1050;WVXX;;Norfolk, VA
WA;1050;KBLE;;Seattle, WA
WA;1050;KSPO;;Dishman, WA
WI;1050;WDVM;;Eau Claire, WI
WI;1050;WJOK;;Kaukauna, WI
WI;1050;WLIP;;Kenosha, WI
WV;1050;WAMN;;Green Valley, WV
WV;1050;WLYQ;;Parkersburg, WV
AZ;1060;KDUS;;Tempe, AZ
CA;1060;KTNS;;Oakhurst, CA
CO;1060;KRCN;;Longmont, CO
FL;1060;WIXC;;Titusville, FL
GA;1060;WKNG;;Tallapoosa, GA
HI;1060;KIPA;;Hilo, HI
ID;1060;KBGN;;Caldwell, ID
IL;1060;WMCL;;McLeansboro, IL
IL;1060;WRHL;;Rochelle, IL
KY;1060;WJKY;;Jamestown, KY
MA;1060;WQOM;;Natick, MA
MI;1060;WHFB;;Benton Harbor, MI
MN;1060;KFIL;;Preston, MN
MO;1060;KBFL;;Springfield, MO
MS;1060;WKMQ;;Tupelo, MS
NC;1060;WCOK;;Sparta, NC
NC;1060;WXNC;;Monroe, NC
NE;1060;KNLV;;Ord, NE
NV;1060;KFOY;;Sparks, NV
NV;1060;KKVV;;Las Vegas, NV
OH;1060;WILB;;Canton, OH
PA;1060;KYW;;Philadelphia, PA
PR;1060;WCGB;;Juana Diaz, PR
SD;1060;KGFX;;Pierre, SD
TN;1060;WNPC;;Newport, TN
TN;1060;WQMV;;Waverly, TN
TX;1060;KTSN;;Lockhart, TX
UT;1060;KDYL;;South Salt Lake, UT
AL;1070;WAPI;;Birmingham, AL
CA;1070;KNX;;Los Angeles, CA
FL;1070;WFRF;;Tallahassee, FL
FL;1070;WNVY;;Cantonment, FL
FL;1070;WWCD;;Solana, FL
IA;1070;KILR;;Estherville, IA
IN;1070;WFNI;;Indianapolis, IN
KS;1070;KFTI;;Wichita, KS
KY;1070;WEKT;;Elkton, KY
LA;1070;KBCL;;Bossier City, LA
MN;1070;KSKK;;Verndale, MN
MO;1070;KHMO;;Hannibal, MO
MT;1070;KATQ;;Plentywood, MT
NC;1070;WGOS;;High Point, NC
NC;1070;WNCT;;Greenville, NC
NJ;1070;WKMB;;Stirling, NJ
NY;1070;WJMP;;Plattsburgh, NY
NY;1070;WZUN;;Sandy Creek-Pulaski, NY
PA;1070;WKOK;;Sunbury, PA
PR;1070;WMIA;;Arecibo, PR
SC;1070;WCSZ;;Sans Souci, SC
TN;1070;WDIA;;Memphis, TN
TN;1070;WFLI;;Lookout Mountain, TN
TX;1070;KNTH;;Houston, TX
TX;1070;KOPY;;Alice, TX
TX;1070;KWEL;;Midland, TX
VA;1070;WINA;;Charlottesville, VA
WI;1070;WTSO;;Madison, WI
WV;1070;WBKW;;Beckley, WV
AK;1080;KOAN;;Anchorage, AK
AL;1080;WKAC;;Athens, AL
AZ;1080;KGVY;;Green Valley, AZ
CA;1080;KSCO;;Santa Cruz, CA
CT;1080;WTIC;;Hartford, CT
FL;1080;WHOO;;Kissimmee, FL
FL;1080;WQOS;;Coral Gables, FL
GA;1080;WFTD;;Marietta, GA
IA;1080;KOAK;;Red Oak, IA
ID;1080;KVNI;;Coeur D'Alene, ID
IL;1080;WNWI;;Oak Lawn, IL
IL;1080;WRYT;;Edwardsville, IL
KY;1080;WKJK;;Louisville, KY
KY;1080;WOKT;;Cannonsburg, KY
MI;1080;WOAP;;Owosso, MI
MN;1080;KYMN;;Northfield, MN
MO;1080;KYMO;;East Prairie, MO
NC;1080;WKGX;;Lenoir, NC
NC;1080;WWDR;;Murfreesboro, NC
ND;1080;KNDK;;Langdon, ND
NM;1080;KEMR;;Moriarty, NM
NY;1080;WUFO;;Amherst, NY
OR;1080;KRSK;;Portland, OR
PA;1080;WWNL;;Pittsburgh, PA
PR;1080;WLEY;;Cayey, PR
SC;1080;WALD;;Johnsonville, SC
TX;1080;KRLD;;Dallas, TX
UT;1080;KSLL;;Price, UT
VA;1080;WKBY;;Chatham, VA
AL;1090;WWGC;;Albertville, AL
AR;1090;KAAY;;Little Rock, AR
CO;1090;KMXA;;Aurora, CO
GA;1090;WBAF;;Barnesville, GA
IA;1090;KNWS;;Waterloo, IA
IA;1090;KSOU;;Sioux Center, IA
IL;1090;WCRA;;Effingham, IL
IN;1090;WFCV;;Fort Wayne, IN
MA;1090;WILD;;Boston, MA
MD;1090;WBAL;;Baltimore, MD
MI;1090;WCAR;;Livonia, MI
MI;1090;WKBZ;;Muskegon, MI
MO;1090;KEXS;;Excelsior Springs, MO
MT;1090;KBOZ;;Bozeman, MT
NC;1090;WKTE;;King, NC
NC;1090;WTSB;;Selma, NC
ND;1090;KTGO;;Tioga, ND
OH;1090;WKFI;;Wilmington, OH
PR;1090;WSOL;;San German, PR
SC;1090;WCZZ;;Greenwood, SC
TN;1090;WENR;;Englewood, TN
TN;1090;WHGG;;Kingsport, TN
