region;freq;call;program;col
OH;1450;WJER;;Dover-New Philadelphia, OH
OH;1450;WLEC;;Sandusky, OH
OH;1450;WMOH;;Hamilton, OH
OK;1450;KGFF;;Shawnee, OK
OK;1450;KSIW;;Woodward, OK
OK;1450;KWHW;;Altus, OK
OR;1450;KBPS;;Portland, OR
OR;1450;KEED;;Eugene, OR
OR;1450;KFLS;;Klamath Falls, OR
OR;1450;KLBM;;La Grande, OR
PA;1450;WDAD;;Indiana, PA
PA;1450;WFRA;;Franklin, PA
PA;1450;WJPA;;Washington, PA
PA;1450;WLEJ;;State College, PA
PA;1450;WPSE;;Erie, PA
PA;1450;WYNY;;Milford, PA
PR;1450;WCPR;;Coamo, PR
RI;1450;WWRI;;West Warwick, RI
SC;1450;WCRS;;Greenwood, SC
SC;1450;WWHK;;Myrtle Beach, SC
SD;1450;KBFS;;Belle Fourche, SD
SD;1450;KYNT;;Yankton, SD
TN;1450;WGNS;;Murfreesboro, TN
TN;1450;WLAF;;La Follette, TN
TN;1450;WLAR;;Athens, TN
TN;1450;WLMR;;Chattanooga, TN
TN;1450;WSMG;;Greeneville, TN
TN;1450;WTRO;;Dyersburg, TN
TX;1450;KCTI;;Gonzales, TX
TX;1450;KCYL;;Lampasas, TX
TX;1450;KIKR;;Beaumont, TX
TX;1450;KMBL;;Junction, TX
TX;1450;KMHT;;Marshall, TX
TX;1450;KNET;;Palestine, TX
TX;1450;KSNY;;Snyder, TX
UT;1450;KEYY;;Provo, UT
UT;1450;KSGO;;St. George, UT
VA;1450;WFTR;;Front Royal, VA
VA;1450;WREL;;Lexington, VA
VA;1450;WVNZ;;Highland Springs, VA
VT;1450;WTSA;;Brattleboro, VT
WA;1450;KBKW;;Aberdeen, WA
WA;1450;KCLX;;Colfax, WA
WA;1450;KONP;;Port Angeles, WA
WA;1450;KSUH;;Puyallup, WA
WI;1450;KFIZ;;Fond Du Lac, WI
WI;1450;WDLB;;Marshfield, WI
WI;1450;WHRY;;Hurley, WI
WI;1450;WRCE;;Richland Center, WI
WV;1450;WLUX;;Dunbar, WV
WV;1450;WVAM;;Parkersburg, WV
WY;1450;KBBS;;Buffalo, WY
WY;1450;KJCV;;Jackson, WY
WY;1450;KVOW;;Riverton, WY
AL;1460;WHTY;;Phenix City, AL
CA;1460;KCNR;;Shasta, CA
CA;1460;KION;;Salinas, CA
CA;1460;KRRS;;Santa Rosa, CA
CA;1460;KTYM;;Inglewood, CA
CO;1460;KZNT;;Colorado Springs, CO
FL;1460;WQOP;;Jacksonville, FL
FL;1460;WQXM;;Bartow, FL
FL;1460;WZEP;;Defuniak Springs, FL
GA;1460;WXEM;;Buford, GA
IA;1460;KXNO;;Des Moines, IA
IL;1460;WIXN;;Dixon, IL
IL;1460;WKJR;;Rantoul, IL
IL;1460;WROY;;Carmi, IL
IN;1460;WJCP;;North Vernon, IN
IN;1460;WKAM;;Goshen, IN
KS;1460;KKOY;;Chanute, KS
KY;1460;WEKB;;Elkhorn City, KY
KY;1460;WRVK;;Mount Vernon, KY
LA;1460;KTKC;;Springhill, LA
LA;1460;WXOK;;Baton Rouge, LA
MA;1460;WBMS;;Brockton, MA
MD;1460;WKHZ;;Easton, MD
MI;1460;WBRN;;Big Rapids, MI
MI;1460;WPON;;Walled Lake, MI
MN;1460;KDMA;;Montevideo, MN
MN;1460;KDWA;;Hastings, MN
MN;1460;KKAQ;;Thief River Fall, MN
MO;1460;KHOJ;;St. Charles, MO
MS;1460;WELZ;;Belzoni, MS
NC;1460;WEWO;;Laurinburg, NC
NC;1460;WHBK;;Marshall, NC
NC;1460;WRKB;;Kannapolis, NC
ND;1460;KLTC;;Dickinson, ND
NE;1460;KXPN;;Kearney, NE
NJ;1460;WIFI;;Florence, NJ
NV;1460;KENO;;Las Vegas, NV
NY;1460;WHIC;;Rochester, NY
NY;1460;WOPG;;Albany, NY
NY;1460;WVOX;;New Rochelle, NY
OH;1460;WBNS;;Columbus, OH
OH;1460;WCCD;;Painesville, OH
OK;1460;KZUE;;El Reno, OK
OR;1460;KCKX;;Stayton, OR
PA;1460;WGMM;;Tunkhannock, PA
PA;1460;WMBA;;Ambridge, PA
PA;1460;WTKT;;Harrisburg, PA
PR;1460;WRRE;;Juncos, PR
PR;1460;WLRP;;San Sebastian, PR
SC;1460;WBCU;;Union, SC
TN;1460;WEEN;;Lafayette, TN
TN;1460;WJAK;;Jackson, TN
TN;1460;WXRQ;;Mount Pleasant, TN
TX;1460;KBRZ;;Freeport, TX
TX;1460;KBZO;;Lubbock, TX
TX;1460;KCLE;;Burleson, TX
TX;1460;KCWM;;Hondo, TX
VA;1460;WKDV;;Manassas, VA
VA;1460;WRAD;;Radford, VA
WI;1460;WBOG;;Tomah, WI
WI;1460;WEMK;;West Allis, WI
WV;1460;WBUC;;Buckhannon, WV
AL;1470;WNWF;;Evergreen, AL
AZ;1470;KNXN;;Sierra Vista, AZ
AZ;1470;KXSL;;Show Low, AZ
CA;1470;KIID;;Sacramento, CA
CA;1470;KUTY;;Palmdale, CA
CT;1470;WBOM;;Meriden, CT
FL;1470;WMGG;;Egypt Lake, FL
FL;1470;WWNN;;Pompano Beach, FL
GA;1470;WCLA;;Claxton, GA
GA;1470;WRGA;;Rome, GA
GA;1470;WXAG;;Athens, GA
IA;1470;KWAY;;Waverly, IA
IA;1470;KWSL;;Sioux City, IA
IL;1470;WMBD;;Peoria, IL
IN;1470;WGNR;;Anderson, IN
KS;1470;KSMM;;Liberal, KS
KY;1470;WBFC;;Stanton, KY
LA;1470;KLCL;;Lake Charles, LA
MA;1470;WAZN;;Watertown, MA
MD;1470;WJDY;;Salisbury, MD
MD;1470;WTTR;;Westminster, MD
ME;1470;WLAM;;Lewiston, ME
MN;1470;KMNQ;;Brooklyn Park, MN
MO;1470;KFMZ;;Brookfield, MO
MO;1470;KMAL;;Malden, MO
MS;1470;WCHJ;;Brookhaven, MS
MS;1470;WNAU;;New Albany, MS
NC;1470;WTOE;;Spruce Pine, NC
NC;1470;WWBG;;Greensboro, NC
ND;1470;KHND;;Harvey, ND
NY;1470;WNYY;;Ithaca, NY
NY;1470;WPDM;;Potsdam, NY
OK;1470;KGND;;Vinita, OK
PA;1470;WLOA;;Farrell, PA
PA;1470;WSAN;;Allentown, PA
PR;1470;WKUM;;Orocovis, PR
SC;1470;WPIF;;Georgetown, SC
SC;1470;WQXL;;Columbia, SC
TN;1470;WBCR;;Alcoa, TN
TN;1470;WVOL;;Berry Hill, TN
TX;1470;KDHN;;Dimmitt, TX
TX;1470;KWRD;;Henderson, TX
TX;1470;KYYW;;Abilene, TX
VA;1470;WBTX;;Broadway-Timberville, VA
VA;1470;WTZE;;Tazewell, VA
WA;1470;KBSN;;Moses Lake, WA
WA;1470;KELA;;Centralia-Chehalis, WA
WI;1470;WRYU;;West Bend, WI
WY;1470;KKTY;;Douglas, WY
AL;1480;WABF;;Mobile, AL
AL;1480;WJTW;;Bridgeport, AL
AL;1480;WMMA;;Irondale, AL
AR;1480;KTHS;;Berryville, AR
AZ;1480;KPHX;;Phoenix, AZ
CA;1480;KEJB;;Eureka, CA
CA;1480;KSBQ;;Santa Maria, CA
CA;1480;KVNR;;Santa Ana, CA
CA;1480;KYOS;;Merced, CA
CO;1480;KIXD;;Pueblo, CO
CT;1480;WKND;;Windsor, CT
FL;1480;WCXS;;Arcadia, FL
FL;1480;WUNA;;Ocoee, FL
GA;1480;WYZE;;Atlanta, GA
IA;1480;KLEE;;Ottumwa, IA
ID;1480;KRXR;;Filer, ID
IL;1480;WDYS;;Somonauk, IL
IL;1480;WJBM;;Jerseyville, IL
IN;1480;WPFR;;Terre Haute, IN
IN;1480;WRSW;;Warsaw, IN
KS;1480;KCZZ;;Mission, KS
KS;1480;KQAM;;Wichita, KS
KY;1480;WHVO;;Hopkinsville, KY
KY;1480;WNKW;;Neon, KY
KY;1480;WTLO;;Somerset, KY
LA;1480;KIOU;;Shreveport, LA
MA;1480;WSAR;;Fall River, MA
MI;1480;WIOS;;Tawas City-East Tawa, MI
MI;1480;WSDS;;Salem Township, MI
MI;1480;WSLI;;Kentwood, MI
MN;1480;KAUS;;Austin, MN
MN;1480;KKCQ;;Fosston, MN
MT;1480;KYWL;;Bozeman, MT
NC;1480;WGFY;;Charlotte, NC
NC;1480;WPFJ;;Franklin, NC
NC;1480;WQTM;;Fair Bluff, NC
NC;1480;WYRN;;Louisburg, NC
NY;1480;WLEA;;Hornell, NY
NY;1480;WRCK;;Remsen, NY
NY;1480;WZRC;;New York, NY
OH;1480;WDJO;;Covington, OH
OH;1480;WHBC;;Canton, OH
PA;1480;WDAS;;Philadelphia, PA
PA;1480;WJFG;;Latrobe, PA
PA;1480;WRDD;;Shippensburg, PA
PR;1480;WMDD;;Fajardo, PR
SC;1480;WZJY;;Mount Pleasant, SC
SD;1480;KSDR;;Watertown, SD
TN;1480;WBBP;;Memphis, TN
TN;1480;WJFC;;Jefferson City, TN
TN;1480;WJLE;;Smithville, TN
TX;1480;KCHL;;San Antonio, TX
TX;1480;KLVL;;Pasadena, TX
TX;1480;KNGO;;Dallas, TX
UT;1480;KHQN;;Spanish Fork, UT
VA;1480;WPWC;;Dumfries-Triangle, VA
VA;1480;WTOX;;Glen Allen, VA
VA;1480;WTOY;;Salem, VA
VT;1480;WCFR;;Springfield, VT
WA;1480;KBMS;;Vancouver, WA
WA;1480;KBRO;;Bremerton, WA
WI;1480;WLMV;;Madison, WI
WY;1480;KRAE;;Cheyenne, WY
AL;1490;WFZX;;Anniston, AL
AL;1490;WHBB;;Selma, AL
AL;1490;WIEZ;;Decatur, AL
AR;1490;KDRS;;Paragould, AR
AR;1490;KWXT;;Dardanelle, AR
AZ;1490;KCUZ;;Clifton, AZ
AZ;1490;KFFN;;Tucson, AZ
AZ;1490;KYCA;;Prescott, AZ
AZ;1490;KZZZ;;Bullhead City, AZ
CA;1490;KBLF;;Red Bluff, CA
CA;1490;KGBA;;Calexico, CA
CA;1490;KLZN;;Susanville, CA
CA;1490;KMET;;Banning, CA
CA;1490;KOSJ;;Santa Barbara, CA
CA;1490;KOWL;;South Lake Tahoe, CA
CA;1490;KRKC;;King City, CA
CA;1490;KWAC;;Bakersfield, CA
CA;1490;KZNB;;Petaluma, CA
CO;1490;KCFC;;Boulder, CO
CO;1490;KNAM;;Silt, CO
CO;1490;KPKE;;Gunnison, CO
CO;1490;KXRE;;Manitou Springs, CO
CT;1490;WGCH;;Greenwich, CT
FL;1490;WAFZ;;Immokalee, FL
FL;1490;WMBM;;Miami Beach, FL
FL;1490;WSIR;;Winter Haven, FL
FL;1490;WTJV;;Deland, FL
FL;1490;WTKE;;Milton, FL
FL;1490;WTTB;;Vero Beach, FL
FL;1490;WWPR;;Bradenton, FL
GA;1490;WBGA;;Brunswick, GA
GA;1490;WCHM;;Clarkesville, GA
GA;1490;WKUN;;Monroe, GA
GA;1490;WRLA;;West Point, GA
GA;1490;WSFB;;Quitman, GA
GA;1490;WSNT;;Sandersville, GA
GA;1490;WYYZ;;Jasper, GA
IA;1490;KBUR;;Burlington, IA
IA;1490;KRIB;;Mason City, IA
IA;1490;KXLQ;;Indianola, IA
IA;1490;WDBQ;;Dubuque, IA
ID;1490;KCID;;Caldwell, ID
IL;1490;WDAN;;Danville, IL
IL;1490;WEUR;;Oakwood Hills, IL
IL;1490;WKRO;;Cairo, IL
IL;1490;WZOE;;Princeton, IL
IN;1490;WKBV;;Richmond, IN
KS;1490;KKAN;;Phillipsburg, KS
KS;1490;KTOP;;Topeka, KS
KY;1490;WCLU;;Glasgow, KY
KY;1490;WFXY;;Middlesboro, KY
KY;1490;WKYW;;Frankfort, KY
KY;1490;WOMI;;Owensboro, KY
KY;1490;WSIP;;Paintsville, KY
LA;1490;KEUN;;Eunice, LA
LA;1490;KJIN;;Houma, LA
LA;1490;KRUS;;Ruston, LA
MA;1490;WCCM;;Haverhill, MA
MA;1490;WMRC;;Milford, MA
MA;1490;WSPR;;West Springfield, MA
MD;1490;WARK;;Hagerstown, MD
ME;1490;WBAE;;Portland, ME
MI;1490;WABJ;;Adrian, MI
MI;1490;WLAW;;Whitehall, MI
MI;1490;WMPX;;Midland, MI
MI;1490;WTIQ;;Manistique, MI
MN;1490;KJOQ;;Duluth, MN
MN;1490;KLGR;;Redwood Falls, MN
MN;1490;KXRA;;Alexandria, MN
MO;1490;KDMO;;Carthage, MO
MO;1490;KDRO;;Sedalia, MO
MO;1490;KTTR;;Rolla, MO
MS;1490;WANG;;Biloxi, MS
MS;1490;WCLD;;Cleveland, MS
MS;1490;WHOC;;Philadelphia, MS
MS;1490;WTUP;;Tupelo, MS
MS;1490;WVBG;;Vicksburg, MS
MT;1490;KDBM;;Dillon, MT
MT;1490;KHTC;;Malmstrom AFB, MT
NC;1490;WAZZ;;Fayetteville, NC
NC;1490;WDUR;;Durham, NC
NC;1490;WLOE;;Eden, NC
NC;1490;WRMT;;Rocky Mount, NC
NC;1490;WSTP;;Salisbury, NC
NC;1490;WSVM;;Valdese, NC
NC;1490;WWNB;;New Bern, NC
ND;1490;KNDC;;Hettinger, ND
ND;1490;KOVC;;Valley City, ND
NE;1490;KIBM;;Omaha, NE
NH;1490;WEMJ;;Laconia, NH
NH;1490;WKDR;;Berlin, NH
NH;1490;WUVR;;Lebanon, NH
NJ;1490;WBSS;;Pleasantville, NJ
NM;1490;KRTN;;Raton, NM
NM;1490;KRUI;;Ruidoso Downs, NM
NY;1490;WBTA;;Batavia, NY
NY;1490;WCDO;;Sidney, NY
NY;1490;WCSS;;Amsterdam, NY
NY;1490;WDLC;;Port Jervis, NY
NY;1490;WICY;;Malone, NY
NY;1490;WKNY;;Kingston, NY
NY;1490;WNGZ;;Watkins Glen, NY
NY;1490;WOLF;;Syracuse, NY
OH;1490;WBEX;;Chillicothe, OH
OH;1490;WERE;;Cleveland Heights, OH
OH;1490;WMOA;;Marietta, OH
OH;1490;WMRN;;Marion, OH
OH;1490;WOHI;;East Liverpool, OH
OK;1490;KBIX;;Muskogee, OK
OK;1490;KMFS;;Guthrie, OK
OR;1490;KBKR;;Baker, OR
OR;1490;KBZY;;Salem, OR
OR;1490;KSKR;;Roseburg, OR
PA;1490;WBCB;;Levittown, PA
PA;1490;WESB;;Bradford, PA
PA;1490;WGMA;;Hazleton, PA
PA;1490;WMGW;;Meadville, PA
PA;1490;WNDA;;Wellsboro, PA
PA;1490;WNTJ;;Johnstown, PA
PA;1490;WRKY;;Lancaster, PA
PR;1490;WDEP;;Ponce, PR
SC;1490;WGCD;;Chester, SC
SC;1490;WPCI;;Greenville, SC
SC;1490;WTQS;;Cameron, SC
SC;1490;WVGB;;Beaufort, SC
SD;1490;KFCR;;Custer, SD
SD;1490;KORN;;Mitchell, SD
TN;1490;WCOR;;Lebanon, TN
TN;1490;WCSV;;Crossville, TN
TN;1490;WITA;;Knoxville, TN
TN;1490;WJJM;;Lewisburg, TN
TN;1490;WJOC;;Chattanooga, TN
TX;1490;KBST;;Big Spring, TX
TX;1490;KHVL;;Huntsville, TX
TX;1490;KIBL;;Beeville, TX
TX;1490;KJFK;;Austin, TX
TX;1490;KLNT;;Laredo, TX
TX;1490;KNEL;;Brady, TX
TX;1490;KPLT;;Paris, TX
TX;1490;KVWC;;Vernon, TX
TX;1490;KWMC;;Del Rio, TX
TX;1490;KYZS;;Tyler, TX
TX;1490;KZZN;;Littlefield, TX
UT;1490;KCPX;;Spanish Valley, UT
UT;1490;KOGN;;Ogden, UT
UT;1490;KZEZ;;Santa Clara, UT
VA;1490;WCVA;;Culpeper, VA
VA;1490;WOPI;;Bristol, VA
VA;1490;WPAK;;Farmville, VA
VA;1490;WXTG;;Hampton, VA
VT;1490;WFAD;;Middlebury, VT
VT;1490;WIKE;;Newport, VT
VT;1490;WINQ;;Brattleboro, VT
WA;1490;KLOG;;Kelso, WA
WA;1490;KTEL;;Walla Walla, WA
WA;1490;KWOK;;Hoquiam, WA
WA;1490;KYNR;;Toppenish, WA
WI;1490;WGEZ;;Beloit, WI
WI;1490;WIGM;;Medford, WI
WI;1490;WLCX;;La Crosse, WI
WI;1490;WOSH;;Oshkosh, WI
WV;1490;WAEY;;Princeton, WV
WV;1490;WSGB;;Sutton, WV
WV;1490;WSWW;;Charleston, WV
WV;1490;WVRM;;Fairmont, WV
WY;1490;KGOS;;Torrington, WY
WY;1490;KJNT;;Jackson, WY
WY;1490;KUGR;;Green River, WY
AL;1500;WKAX;;Russellville, AL
AL;1500;WQCR;;Alabaster, AL
AL;1500;WVSM;;Rainsville, AL
CA;1500;KSJX;;San Jose, CA
CT;1500;WFIF;;Milford, CT
DC;1500;WFED;;Washington, DC
FL;1500;WPSO;;New Port Richey, FL
GA;1500;WDPC;;Dallas, GA
HI;1500;KHKA;;Honolulu, HI
IL;1500;WPJX;;Zion, IL
IL;1500;WPMB;;Vandalia, IL
IN;1500;WAKE;;Valparaiso, IN
IN;1500;WBRI;;Indianapolis, IN
KY;1500;WKXO;;Berea, KY
LA;1500;KCLF;;New Roads, LA
MI;1500;WLQV;;Detroit, MI
MN;1500;KSTP;;St. Paul, MN
MS;1500;WQMS;;Quitman, MS
NC;1500;WSMX;;Winston-Salem, NC
NJ;1500;WGHT;;Pompton Lakes, NJ
OH;1500;WBZI;;Xenia, OH
OK;1500;KPGM;;Pawhuska, OK
PR;1500;WMNT;;Manati, PR
SC;1500;WZZQ;;Gaffney, SC
TN;1500;WDEB;;Jamestown, TN
TN;1500;WPOT;;Trenton, TN
TX;1500;KANI;;Wharton, TX
TX;1500;KBRN;;Boerne, TX
TX;1500;KJIM;;Sherman, TX
TX;1500;KMXO;;Merkel, TX
AZ;1510;KFNN;;Mesa, AZ
CA;1510;KIRV;;Fresno, CA
CA;1510;KSFN;;Piedmont, CA
CA;1510;KSPA;;Ontario, CA
CO;1510;KPLS;;Littleton, CO
FL;1510;WWBC;;Cocoa, FL
IA;1510;KIFG;;Iowa Falls, IA
IL;1510;WCAZ;;Macomb, IL
IL;1510;WWHN;;Joliet, IL
KS;1510;KLQR;;Larned, KS
LA;1510;KAGY;;Port Sulphur, LA
MA;1510;WMEX;;Quincy, MA
MI;1510;WJKN;;Jackson, MI
MO;1510;KCTE;;Independence, MO
MO;1510;KMRF;;Marshfield, MO
NC;1510;WEAL;;Greensboro, NC
NE;1510;KTTT;;Columbus, NE
NJ;1510;WOCQ;;Salem, NJ
NJ;1510;WRNJ;;Hackettstown, NJ
NM;1510;KOAZ;;Alamo Community, NM
OH;1510;WLGN;;Logan, OH
OH;1510;WLKR;;Norwalk, OH
PA;1510;WPGR;;Monroeville, PA
PR;1510;WBSG;;Lajas, PR
SC;1510;WQUL;;Woodruff, SC
SD;1510;KMSD;;Milbank, SD
TN;1510;WLAC;;Nashville, TN
TX;1510;KAGC;;Bryan, TX
TX;1510;KBED;;Nederland, TX
TX;1510;KCTX;;Childress, TX
TX;1510;KMND;;Midland, TX
TX;1510;KROB;;Robstown, TX
TX;1510;KSTV;;Stephenville, TX
TX;1510;KWJB;;Canton, TX
WA;1510;KGA;;Spokane, WA
WI;1510;WGKB;;Waukesha, WI
AL;1520;WTLM;;Opelika, AL
CA;1520;KMPG;;Hollister, CA
CA;1520;KVEN;;Port Hueneme, CA
FL;1520;WEXY;;Wilton Manors, FL
FL;1520;WNDO;;Apopka, FL
FL;1520;WXYB;;Indian Rocks Beach, FL
GA;1520;WDCY;;Douglasville, GA
IA;1520;KSIB;;Creston, IA
IL;1520;WHOW;;Clinton, IL
IL;1520;WLUV;;Loves Park, IL
IN;1520;WKVI;;Knox, IN
IN;1520;WSVX;;Shelbyville, IN
LA;1520;KFXZ;;Lafayette, LA
MA;1520;WIZZ;;Greenfield, MA
MI;1520;WRCI;;Three Rivers, MI
MN;1520;KOLM;;Rochester, MN
MO;1520;KRHW;;Sikeston, MO
NC;1520;WARR;;Warrenton, NC
NC;1520;WDSL;;Mocksville, NC
ND;1520;KMSR;;Mayville, ND
NY;1520;WWKB;;Buffalo, NY
OH;1520;WINW;;Canton, OH
OH;1520;WPAY;;Rossford, OH
OH;1520;WQCT;;Bryan, OH
OK;1520;KOKC;;Oklahoma City, OK
OR;1520;KGDD;;Oregon City, OR
PA;1520;WCHE;;West Chester, PA
PR;1520;WRSJ;;San Juan, PR
SD;1520;KZOY;;Sioux Falls, SD
TN;1520;WNWS;;Brownsville, TN
TX;1520;KQQB;;Stockdale, TX
TX;1520;KYND;;Cypress, TX
WA;1520;KKXA;;Snohomish, WA
WI;1520;WZBU;;New Holstein, WI
AR;1530;KVDW;;England, AR
CA;1530;KFBK;;Sacramento, CA
CO;1530;KQSC;;Colorado Springs, CO
FL;1530;WENG;;Englewood, FL
FL;1530;WYMM;;Jacksonville, FL
GA;1530;WTTI;;Dalton, GA
IA;1530;KDSN;;Denison, IA
IL;1530;WCKG;;Elmhurst, IL
IL;1530;WLIQ;;Quincy, IL
KS;1530;KQNK;;Norton, KS
MA;1530;WVBF;;Middleborough, MA
MD;1530;WCTR;;Chestertown, MD
MI;1530;WLCO;;Lapeer, MI
MI;1530;WYGR;;Wyoming, MI
NC;1530;WLLQ;;Chapel Hill, NC
NC;1530;WOBX;;Wanchese, NC
NY;1530;WJDM;;Mineola, NY
OH;1530;WCKY;;Cincinnati, OH
OK;1530;KXTD;;Wagoner, OK
PA;1530;WZTE;;Union City, PA
PR;1530;WUPR;;Utuado, PR
SC;1530;WASC;;Spartanburg, SC
TN;1530;WWDX;;Huntingdon, TN
TX;1530;KYWW;;Harlingen, TX
TX;1530;KZNX;;Creedmoor, TX
AR;1540;KLYR;;Ozark, AR
CA;1540;KMPC;;Los Angeles, CA
GA;1540;WKVQ;;Eatonton, GA
IA;1540;KXEL;;Waterloo, IA
IL;1540;WSMI;;Litchfield, IL
IN;1540;WBNL;;Boonville, IN
IN;1540;WLOI;;La Porte, IN
IN;1540;WMYJ;;Martinsville, IN
KS;1540;KLKC;;Parsons, KS
KS;1540;KMCP;;McPherson, KS
LA;1540;WFNO;;Gretna, LA
MD;1540;WDON;;Wheaton, MD
MI;1540;KTGG;;Spring Arbor, MI
MO;1540;KBOA;;Kennett, MO
NC;1540;WOGR;;Charlotte, NC
NC;1540;WTXY;;Whiteville, NC
NC;1540;WYNC;;Yanceyville, NC
NH;1540;WPKC;;Exeter, NH
NV;1540;KENT;;Enterprise, NV
NY;1540;WVOA;;East Syracuse, NY
OH;1540;WBCO;;Bucyrus, OH
OH;1540;WBTC;;Uhrichsville, OH
OH;1540;WYOH;;Niles, OH
PA;1540;WECZ;;Punxsutawney, PA
PA;1540;WNWR;;Philadelphia, PA
PR;1540;WIBS;;Guayama, PR
RI;1540;WADK;;Newport, RI
SC;1540;WBPB;;Pickens, SC
TN;1540;WBRY;;Woodbury, TN
TN;1540;WJJT;;Jellico, TN
TX;1540;KAMM;;University Park, TX
TX;1540;KEDA;;San Antonio, TX
TX;1540;KGBC;;Galveston, TX
VA;1540;WULT;;Sandston, VA
WA;1540;KXPA;;Bellevue, WA
WI;1540;WPTT;;Hartford, WI
AL;1550;WLOR;;Huntsville, AL
AZ;1550;KUAZ;;Tucson, AZ
CA;1550;KWRN;;Apple Valley, CA
CA;1550;KXEX;;Fresno, CA
CA;1550;KZDG;;San Francisco, CA
CO;1550;KKCL;;Golden, CO
CT;1550;WSDK;;Bloomfield, CT
FL;1550;WAMA;;Tampa, FL
FL;1550;WNZF;;Bunnell, FL
FL;1550;WRHC;;Doral, FL
GA;1550;WAZX;;Smyrna, GA
GA;1550;WKTF;;Vienna, GA
GA;1550;WTHB;;Augusta, GA
IA;1550;KIWA;;Sheldon, IA
IL;1550;WAUR;;Somonauk, IL
IL;1550;WJIL;;Jacksonville, IL
IN;1550;WCVL;;Crawfordsville, IN
IN;1550;WNDI;;Sullivan, IN
IN;1550;WOCC;;Corydon, IN
KS;1550;KKLE;;Winfield, KS
KY;1550;WIRV;;Irvine, KY
KY;1550;WUCO;;Morganfield, KY
LA;1550;WPFC;;Baton Rouge, LA
MA;1550;WNTN;;Cambridge, MA
MD;1550;WSRY;;Newark, MD
MO;1550;KAPE;;Cape Girardeau, MO
MO;1550;KESJ;;St. Joseph, MO
MO;1550;KRZD;;Springfield, MO
NC;1550;WBFJ;;Winston-Salem, NC
NE;1550;KICS;;Hastings, NE
NM;1550;KQNM;;Albuquerque, NM
NV;1550;KXTO;;Reno, NV
NY;1550;WCGR;;Canandaigua, NY
NY;1550;WUSP;;Utica, NY
OH;1550;WQCD;;Delaware, OH
OK;1550;KMAD;;Madill, OK
OK;1550;KYAL;;Sapulpa, OK
PA;1550;WITK;;Pittston, PA
PA;1550;WTXW;;Towanda, PA
PA;1550;WZUM;;Reserve Township, PA
PR;1550;WKFE;;Yauco, PR
TN;1550;WIGN;;Bristol, TN
TX;1550;KCOM;;Comanche, TX
TX;1550;KWBC;;Navasota, TX
UT;1550;KOSL;;West Valley City, UT
VA;1550;WKBA;;Vinton, VA
WA;1550;KKOV;;Vancouver, WA
WA;1550;KRPI;;Ferndale, WA
WI;1550;WEVR;;River Falls, WI
WI;1550;WHIT;;Fitchburg, WI
WV;1550;WMRE;;Charlestown, WV
CA;1560;KIQS;;Willows, CA
CA;1560;KNZR;;Bakersfield, CA
IA;1560;KLNG;;Council Bluffs, IA
IL;1560;WBYS;;Canton, IL
IN;1560;WRIN;;Rensselaer, IN
IN;1560;WSEZ;;Paoli, IN
KS;1560;KABI;;Abilene, KS
KY;1560;WKDO;;Liberty, KY
KY;1560;WPAD;;Paducah, KY
LA;1560;WSLA;;Slidell, LA
MN;1560;KBEW;;Blue Earth, MN
MO;1560;KLTI;;Macon, MO
MO;1560;KTUI;;Sullivan, MO
MO;1560;WMBH;;Joplin, MO
NC;1560;WYZD;;Dobson, NC
NY;1560;WFME;;New York, NY
OH;1560;WTNS;;Coshocton, OH
OH;1560;WWYC;;Toledo, OH
OK;1560;KEBC;;Oklahoma City, OK
PR;1560;WBYM;;Bayam n, PR
SC;1560;WAHT;;Clemson, SC
TN;1560;WBOL;;Bolivar, TN
TX;1560;KGOW;;Bellaire, TX
TX;1560;KHBR;;Hillsboro, TX
TX;1560;KTXZ;;West Lake Hills, TX
TX;1560;KZQQ;;Abilene, TX
VA;1560;WSBV;;South Boston, VA
WA;1560;KVAN;;Burbank, WA
WA;1560;KZIZ;;Pacific, WA
WI;1560;WGLB;;Elm Grove, WI
WV;1560;WFSP;;Kingwood, WV
AL;1570;WCRL;;Oneonta, AL
CA;1570;KCVR;;Lodi, CA
CA;1570;KTGE;;Salinas, CA
CO;1570;KXJJ;;Loveland, CO
FL;1570;WOKC;;Okeechobee, FL
FL;1570;WTWB;;Auburndale, FL
FL;1570;WVOJ;;Fernandina Beach, FL
GA;1570;WIGO;;Morrow, GA
IA;1570;KMCD;;Fairfield, IA
IA;1570;KZWC;;Webster City, IA
IL;1570;WBGX;;Harvey, IL
IL;1570;WBGZ;;Alton, IL
IL;1570;WFRL;;Freeport, IL
IL;1570;WTAY;;Robinson, IL
IN;1570;WGLL;;Auburn, IN
IN;1570;WILO;;Frankfort, IN
IN;1570;WLRS;;New Albany, IN
KS;1570;KNDY;;Marysville, KS
KY;1570;WKKS;;Vanceburg, KY
KY;1570;WLBQ;;Morgantown, KY
LA;1570;KLLA;;Leesville, LA
LA;1570;WABL;;Amite, LA
MA;1570;WUBG;;Methuen, MA
MD;1570;WNST;;Towson, MD
MI;1570;WFUR;;Grand Rapids, MI
MI;1570;WWCK;;Flint, MI
MN;1570;KAKK;;Walker, MN
MN;1570;KDIZ;;Golden Valley, MN
MO;1570;KBCV;;Hollister, MO
MO;1570;KLEX;;Lexington, MO
MS;1570;WIZK;;Bay Springs, MS
MS;1570;WLEE;;Winona, MS
NC;1570;WECU;;Winterville, NC
NC;1570;WNCA;;Siler City, NC
